,RACE,AMOUNT_NEEDED_TO_MEET_HOUSEHOLD_FOOD_NEED,FOODSTAMPS_AMT_PERMONTH,HOUSEHOLD_PURCHASES_RESTAURANTS,HOUSEHOLD_PURCHASES_GROCERIES,FAMILY_INCOME
651,Black Only,,,,220.0,
652,Black Only,,,,220.0,
653,Black Only,,,,220.0,
655,White Only,,,,130.0,
656,White Only,,,,130.0,
657,White Only,,,,300.0,
658,White Only,,,,300.0,
659,White Only,,,,70.0,
660,White-Black,,,,70.0,
661,White-Black,,,,70.0,
662,White Only,,,,70.0,
663,Black Only,,,,70.0,
664,Asian Only,,,,70.0,
666,Black Only,,,,40.0,
668,White Only,,,,60.0,
671,Black Only,,,,180.0,
672,Black Only,,,,180.0,
673,Black Only,,,,180.0,
683,White Only,,,,150.0,
684,White Only,,,,150.0,
685,White Only,,,,110.0,
686,White Only,,,,110.0,
687,White Only,,,,110.0,
688,White Only,,,,110.0,
689,White Only,,,,190.0,
690,White Only,,,,190.0,
691,White Only,,,,190.0,
693,White Only,,,,80.0,
694,White Only,,,,80.0,
698,White Only,,,,70.0,
699,Black Only,,,,80.0,
700,Black Only,,,,80.0,
701,Black Only,,,,80.0,
702,Black Only,,,,150.0,
703,Black Only,,,,150.0,
705,White Only,,,,330.0,
707,Black Only,,,,50.0,
708,Black Only,,,,50.0,
709,Black Only,,,,50.0,
710,White Only,,,,280.0,
711,White Only,,,,280.0,
712,White Only,,,,280.0,
713,White Only,,,,280.0,
714,White Only,,,,150.0,
715,White Only,,,,150.0,
716,White Only,,,,150.0,
720,White Only,,,,130.0,
721,White Only,,,,130.0,
722,White Only,,,,150.0,
723,White Only,,,,150.0,
724,White Only,,,,150.0,
725,White Only,,,,150.0,
726,White Only,,,,150.0,
730,White Only,,,,110.0,
731,White Only,,,,110.0,
732,White Only,,,,100.0,
741,Black Only,,,,120.0,
742,Black Only,,,,120.0,
747,White Only,,,,90.0,
748,White Only,,,,90.0,
749,White Only,,,,90.0,
754,White Only,,,,50.0,
755,White Only,,,,50.0,
759,White Only,,,,70.0,
760,White Only,,,,70.0,
761,White Only,,,,150.0,
762,White Only,,,,150.0,
763,White Only,,,,150.0,
769,White Only,,,,80.0,
770,White Only,,,,80.0,
781,White Only,,,,70.0,
782,White Only,,,,70.0,
785,White Only,,,,80.0,
786,White Only,,,,80.0,
787,White Only,,,,70.0,
790,Black Only,,,,60.0,
791,Black Only,,,,60.0,
792,Black Only,,,,60.0,
794,White Only,,,,60.0,
795,White Only,,,,60.0,
796,White Only,,,,40.0,
799,Black Only,,,,120.0,
800,Black Only,,,,120.0,
811,White Only,,,,100.0,
812,White Only,,,,100.0,
813,White Only,,,,100.0,
822,Black Only,,,,180.0,
823,Black Only,,,,180.0,
824,Black Only,,,,180.0,
825,Black Only,,,,130.0,
829,White Only,,,,40.0,
830,White Only,,,,170.0,
831,White Only,,,,170.0,
832,White Only,,,,170.0,
833,White Only,,,,180.0,
834,White Only,,,,180.0,
836,White Only,,,,150.0,
837,White Only,,,,150.0,
838,White Only,,,,150.0,
839,Black Only,,,,100.0,
842,White Only,,,,250.0,
843,White Only,,,,250.0,
844,White Only,,,,110.0,
845,White Only,,,,110.0,
846,White Only,,,,110.0,
855,White Only,,,,40.0,
856,White Only,,,,40.0,
857,White Only,,,,120.0,
858,White Only,,,,120.0,
859,White Only,,,,120.0,
860,White Only,,,,120.0,
861,White Only,,,,120.0,
862,White Only,,,,90.0,
863,White Only,,,,90.0,
870,White Only,,,,300.0,
872,Black Only,,,,180.0,
873,Black Only,,,,100.0,
874,Black Only,,,,100.0,
875,Black Only,,,,100.0,
876,Black Only,,,,130.0,
877,Black Only,,,,130.0,
878,Black Only,,,,130.0,
882,White-Black,,,,200.0,
883,White-Black,,,,200.0,
884,White Only,,,,100.0,
885,White Only,,,,100.0,
886,White Only,,,,100.0,
887,White Only,,,,100.0,
888,White Only,,,,180.0,
889,White Only,,,,180.0,
890,White Only,,,,150.0,
891,White Only,,,,150.0,
892,White Only,,,,150.0,
893,Black Only,,,,100.0,
894,White Only,,,,100.0,
895,White Only,,,,100.0,
896,White Only,,,,100.0,
899,Black Only,,,,80.0,
900,Black Only,,,,80.0,
901,White Only,,,,450.0,
902,White Only,,,,450.0,
903,White Only,,,,450.0,
904,White Only,,,,70.0,
905,White Only,,,,70.0,
914,White Only,,,,200.0,
915,White Only,,,,200.0,
916,White Only,,,,200.0,
917,White Only,,,,200.0,
919,White Only,,,,80.0,
920,White Only,,,,80.0,
922,White Only,,,,100.0,
923,White Only,,,,100.0,
924,White Only,,,,100.0,
925,White Only,,,,60.0,
926,Black Only,,,,60.0,
927,Black Only,,,,50.0,
930,White Only,,,,180.0,
931,White Only,,,,180.0,
932,White Only,,,,180.0,
933,White Only,,,,180.0,
938,White Only,,,,10.0,
944,Black Only,,,,200.0,
945,Black Only,,,,200.0,
946,Black Only,,,,200.0,
947,Black Only,,,,200.0,
949,White Only,,,,100.0,
950,White Only,,,,100.0,
951,White Only,,,,100.0,
953,White Only,,,,300.0,
954,Black Only,,,,50.0,
955,Black Only,,,,50.0,
958,White Only,,,,90.0,
959,White Only,,,,80.0,
960,White Only,,,,80.0,
969,Black Only,,,,20.0,
971,White Only,,,,4.0,
972,White Only,,,,40.0,
973,White Only,,,,40.0,
974,White Only,,,,80.0,
975,White Only,,,,80.0,
976,White Only,,,,100.0,
977,White Only,,,,100.0,
978,White Only,,,,80.0,
979,White Only,,,,80.0,
981,White Only,,,,350.0,
982,White Only,,,,350.0,
983,White Only,,,,350.0,
984,White Only,,,,350.0,
986,White Only,,,,200.0,
989,Black Only,,,,200.0,
990,Black Only,,,,200.0,
991,Black Only,,,,200.0,
1000,Black Only,,,,150.0,
1001,Black Only,,,,150.0,
1007,White Only,,,,170.0,
1008,White Only,,,,170.0,
1009,White Only,,,,170.0,
1011,White Only,,,,50.0,
1012,White Only,,,,50.0,
1013,White Only,,,,290.0,
1014,White Only,,,,290.0,
1015,White Only,,,,290.0,
1016,White Only,,,,250.0,
1017,White Only,,,,250.0,
1018,White Only,,,,250.0,
1019,White Only,,,,250.0,
1020,White Only,,,,250.0,
1022,White Only,,,,90.0,
1023,White Only,,,,90.0,
1028,Black Only,,,,100.0,
1029,Black Only,,,,100.0,
1030,Black Only,,,,100.0,
1031,White Only,,,,70.0,
1032,White Only,,,,70.0,
1041,Black Only,,,,200.0,
1042,Black Only,,,,200.0,
1043,Black Only,,,,200.0,
1044,Black Only,,,,200.0,
1045,Black Only,,,,200.0,
1052,White Only,,,,100.0,
1053,White Only,,,,100.0,
1054,White Only,,,,100.0,
1055,White Only,,,,100.0,
1056,White Only,,,,100.0,
1063,White Only,,,,50.0,
1064,White Only,,,,50.0,
1065,White Only,,,,50.0,
1066,White Only,,,,150.0,
1067,White Only,,,,50.0,
1068,White Only,,,,50.0,
1076,White Only,,,,60.0,
1077,White Only,,,,60.0,
1079,Black Only,,,,100.0,
1080,Black Only,,,,100.0,
1081,Black Only,,,,100.0,
1086,White Only,,,,160.0,
1087,White Only,,,,160.0,
1089,Black Only,,,,160.0,
1090,Black Only,,,,160.0,
1091,Black Only,,,,160.0,
1093,White Only,,,,100.0,
1094,White Only,,,,100.0,
1095,Black Only,,,,140.0,
1096,Black Only,,,,140.0,
1097,Black Only,,,,140.0,
1098,White Only,,,,200.0,
1099,White Only,,,,200.0,
1100,White Only,,,,200.0,
1107,White Only,,,,200.0,
1109,Black Only,,,,100.0,
1110,Black Only,,,,100.0,
1111,Black Only,,,,80.0,
1112,Black Only,,,,80.0,
1113,Black Only,,,,80.0,
1118,White Only,,,,80.0,
1119,Black Only,,,,70.0,
1120,Black Only,,,,70.0,
1121,Black Only,,,,70.0,
1122,Black Only,,,,50.0,
1123,Black Only,,,,90.0,
1131,White Only,,,,40.0,
1132,White Only,,,,40.0,
1135,White Only,,,,150.0,
1136,White Only,,,,150.0,
1137,White Only,,,,150.0,
1138,White Only,,,,150.0,
1144,White Only,,,,210.0,
1145,White Only,,,,210.0,
1147,Black Only,,,,50.0,
1148,Black Only,,,,50.0,
1153,Black Only,,,,60.0,
1154,Black Only,,,,30.0,
1158,Black Only,,,,130.0,
1159,Black Only,,,,130.0,
1160,Black Only,,,,100.0,
1161,Black Only,,,,100.0,
1162,Black Only,,,,100.0,
1176,White Only,,,,120.0,
1177,White Only,,,,120.0,
1186,White Only,,,,170.0,
1187,White Only,,,,170.0,
1188,White Only,,,,80.0,
1189,White Only,,,,80.0,
1193,White Only,,,,200.0,
1194,White Only,,,,200.0,
1195,White Only,,,,200.0,
1196,White Only,,,,200.0,
1197,White Only,,,,200.0,
1198,Black Only,,,,180.0,
1199,Black Only,,,,180.0,
1200,Black Only,,,,180.0,
1201,Black Only,,,,200.0,
1202,White Only,,,,100.0,
1203,White Only,,,,100.0,
1204,Black Only,,,,70.0,
1205,Black Only,,,,30.0,
1207,White Only,,,,180.0,
1208,White Only,,,,180.0,
1209,White Only,,,,180.0,
1221,White Only,,,,150.0,
1222,White Only,,,,150.0,
1223,White Only,,,,60.0,
1224,White Only,,,,60.0,
1225,White Only,,,,60.0,
1226,White Only,,,,60.0,
1229,White Only,,,,180.0,
1230,White Only,,,,180.0,
1231,White Only,,,,110.0,
1235,White Only,,,,70.0,
1236,White Only,,,,70.0,
1239,Black Only,,,,60.0,
1240,Black Only,,,,60.0,
1241,White Only,,,,120.0,
1242,White Only,,,,120.0,
1243,White Only,,,,150.0,
1244,White Only,,,,150.0,
1245,Black Only,,,,60.0,
1250,Black Only,,,,180.0,
1251,Black Only,,,,180.0,
1252,Black Only,,,,180.0,
1254,White Only,,,,100.0,
1255,White Only,,,,150.0,
1256,White Only,,,,150.0,
1257,White Only,,,,150.0,
1261,White Only,,,,200.0,
1262,White Only,,,,200.0,
1263,Black Only,,,,30.0,
1270,White Only,,,,200.0,
1271,White Only,,,,200.0,
1272,White Only,,,,200.0,
1273,White Only,,,,200.0,
1274,White Only,,,,200.0,
1277,White Only,,,,200.0,
1278,White Only,,,,200.0,
1279,White Only,,,,200.0,
1280,White Only,,,,200.0,
1281,White Only,,,,90.0,
1282,White Only,,,,90.0,
1283,White Only,,,,120.0,
1284,White Only,,,,120.0,
1285,White Only,,,,120.0,
1286,White Only,,,,50.0,
1287,White Only,,,,80.0,
1288,White Only,,,,80.0,
1289,White Only,,,,80.0,
1290,White Only,,,,80.0,
1291,White Only,,,,200.0,
1292,White Only,,,,200.0,
1293,White Only,,,,200.0,
1294,White Only,,,,150.0,
1295,White Only,,,,150.0,
1301,White-Black,,,,140.0,
1302,White-Black,,,,140.0,
1303,White-Black,,,,140.0,
1304,White-Black,,,,140.0,
1308,Black Only,,,,90.0,
1309,Black Only,,,,30.0,
1312,Black Only,,,,150.0,
1313,Black Only,,,,150.0,
1314,Black Only,,,,150.0,
1316,White Only,,,,120.0,
1317,White Only,,,,120.0,
1318,White Only,,,,120.0,
1319,White Only,,,,120.0,
1328,Black Only,,,,120.0,
1329,Black Only,,,,100.0,
1330,Black Only,,,,100.0,
1331,White Only,,,,200.0,
1332,White Only,,,,200.0,
1334,White Only,,,,50.0,
1335,White Only,,,,50.0,
1336,White Only,,,,60.0,
1337,White Only,,,,60.0,
1339,White Only,,,,150.0,
1340,White Only,,,,150.0,
1341,White Only,,,,100.0,
1342,White Only,,,,100.0,
1343,White Only,,,,100.0,
1344,White Only,,,,100.0,
1345,White Only,,,,120.0,
1346,White Only,,,,40.0,
1347,White Only,,,,140.0,
1348,White Only,,,,140.0,
1349,Black Only,,,,100.0,
1350,Black Only,,,,100.0,
1351,Black Only,,,,100.0,
1353,White Only,,,,140.0,
1354,White Only,,,,140.0,
1355,White Only,,,,140.0,
1356,White Only,,,,70.0,
1357,White Only,,,,70.0,
1359,Black Only,,,,120.0,
1360,Black Only,,,,120.0,
1361,Black Only,,,,120.0,
1362,White Only,,,,100.0,
1363,White Only,,,,100.0,
1364,White Only,,,,50.0,
1365,White Only,,,,300.0,
1366,White Only,,,,300.0,
1369,White Only,,,,60.0,
1370,White Only,,,,120.0,
1371,White Only,,,,120.0,
1373,Black Only,,,,60.0,
1374,Black Only,,,,60.0,
1375,White Only,,,,250.0,
1386,White Only,,,,80.0,
1393,White Only,,,,160.0,
1394,White Only,,,,160.0,
1395,White Only,,,,160.0,
1396,White Only,,,,160.0,
1398,Asian Only,,,,50.0,
1400,White Only,,,,40.0,
1410,White Only,,,,250.0,
1411,White Only,,,,250.0,
1412,White Only,,,,100.0,
1413,White Only,,,,100.0,
1414,White Only,,,,100.0,
1415,White Only,,,,50.0,
1416,Black Only,,,,30.0,
1417,Black Only,,,,30.0,
1418,Black Only,,,,30.0,
1419,Black Only,,,,30.0,
1420,Black Only,,,,30.0,
1421,Black Only,,,,70.0,
1422,Black Only,,,,70.0,
1423,Black Only,,,,70.0,
1424,Black Only,,,,70.0,
1425,Black Only,,,,70.0,
1426,Black Only,,,,70.0,
1436,White Only,,,,300.0,
1437,White Only,,,,300.0,
1438,White Only,,,,300.0,
1439,White Only,,,,300.0,
1440,White Only,,,,30.0,
1444,Black Only,,,,250.0,
1445,Black Only,,,,250.0,
1448,Black Only,,,,70.0,
1449,Black Only,,,,70.0,
1451,White Only,,,,250.0,
1452,White Only,,,,250.0,
1453,White Only,,,,250.0,
1454,White Only,,,,250.0,
1468,Black Only,,,,120.0,
1469,Black Only,,,,120.0,
1470,Black Only,,,,70.0,
1471,Black Only,,,,70.0,
1472,Black Only,,,,70.0,
1473,Black Only,,,,70.0,
1474,White Only,,,,150.0,
1475,White Only,,,,150.0,
1476,Black Only,,,,60.0,
1477,Black Only,,,,60.0,
1482,White Only,,,,30.0,
1483,White Only,,,,30.0,
1486,White Only,,,,450.0,
1487,White Only,,,,450.0,
1488,White Only,,,,450.0,
1489,White Only,,,,450.0,
1490,White Only,,,,450.0,
1491,White Only,,,,450.0,
1492,White Only,,,,200.0,
1493,White Only,,,,200.0,
1498,Black Only,,,,40.0,
1499,White Only,,,,80.0,
1513,White Only,,,,80.0,
1514,White Only,,,,80.0,
1517,White Only,,,,40.0,
1518,White Only,,,,40.0,
1524,White Only,,,,140.0,
1525,White Only,,,,140.0,
1526,White Only,,,,140.0,
1527,White Only,,,,140.0,
1532,White Only,,,,40.0,
1533,White Only,,,,40.0,
1534,White Only,,,,210.0,
1535,White Only,,,,210.0,
1536,White Only,,,,250.0,
1537,White Only,,,,250.0,
1538,White Only,,,,200.0,
1539,Asian Only,,,,200.0,
1542,White Only,,,,130.0,
1543,White Only,,,,130.0,
1544,White Only,,,,130.0,
1545,White Only,,,,80.0,
1546,White Only,,,,80.0,
1554,Black Only,,,,100.0,
1555,Black Only,,,,100.0,
1556,Black Only,,,,250.0,
1557,Black Only,,,,250.0,
1558,Black Only,,,,250.0,
1559,Black Only,,,,250.0,
1560,Black Only,,,,250.0,
1561,Black Only,,,,250.0,
1562,Black Only,,,,250.0,
1563,White Only,,,,180.0,
1564,White Only,,,,180.0,
1574,Black Only,,,,100.0,
1575,Black Only,,,,100.0,
1576,Black Only,,,,100.0,
1577,Black Only,,,,150.0,
1578,Black Only,,,,150.0,
1579,Black Only,,,,150.0,
1580,Black Only,,,,150.0,
1583,White Only,,,,70.0,
1584,White Only,,,,70.0,
1585,White Only,,,,70.0,
1586,White Only,,,,70.0,
1587,White Only,,,,40.0,
1588,White Only,,,,40.0,
1589,White Only,,,,140.0,
1590,White Only,,,,140.0,
1595,White Only,,,,100.0,
1596,White Only,,,,100.0,
1597,White Only,,,,50.0,
1598,White Only,,,,50.0,
1599,White Only,,,,50.0,
1600,Black Only,,,,300.0,
1601,Black Only,,,,300.0,
1602,Black Only,,,,300.0,
1603,Black Only,,,,300.0,
1605,Black Only,,,,50.0,
1606,Black Only,,,,50.0,
1607,Black Only,,,,50.0,
1608,Black Only,,,,50.0,
1609,Black Only,,,,50.0,
1611,Black Only,,,,200.0,
1612,Black Only,,,,200.0,
1613,Black Only,,,,200.0,
1614,Black Only,,,,120.0,
1615,Black Only,,,,120.0,
1621,White Only,,,,250.0,
1622,White Only,,,,250.0,
1623,White Only,,,,250.0,
1629,White Only,,,,150.0,
1630,White Only,,,,150.0,
1631,White Only,,,,150.0,
1632,White Only,,,,150.0,
1633,White Only,,,,150.0,
1658,White Only,,,,150.0,
1659,White Only,,,,150.0,
1660,White Only,,,,150.0,
1661,White Only,,,,150.0,
1662,White Only,,,,150.0,
1664,White Only,,,,280.0,
1665,White Only,,,,280.0,
1666,White Only,,,,280.0,
1667,White Only,,,,280.0,
1668,Black Only,,,,100.0,
1669,Black Only,,,,100.0,
1671,White Only,,,,20.0,
1672,White Only,,,,50.0,
1673,Asian Only,,,,50.0,
1674,White Only,,,,180.0,
1675,White Only,,,,180.0,
1676,White Only,,,,180.0,
1677,White Only,,,,180.0,
1678,White Only,,,,160.0,
1679,White Only,,,,160.0,
1680,White Only,,,,160.0,
1681,Black Only,,,,30.0,
1683,White Only,,,,30.0,
1684,White Only,,,,30.0,
1698,White Only,,,,250.0,
1699,White Only,,,,250.0,
1700,White Only,,,,250.0,
1701,White Only,,,,250.0,
1702,Black Only,,,,200.0,
1703,Black Only,,,,200.0,
1704,Black Only,,,,200.0,
1705,Black Only,,,,200.0,
1719,White Only,,,,180.0,
1722,Black Only,,,,180.0,
1723,Black Only,,,,180.0,
1724,Black Only,,,,80.0,
1725,Black Only,,,,80.0,
1726,Black Only,,,,80.0,
1727,White Only,,,,80.0,
1728,White Only,,,,180.0,
1729,White Only,,,,180.0,
1730,White Only,,,,180.0,
1732,Black Only,,,,110.0,
1733,Black Only,,,,110.0,
1734,Black Only,,,,50.0,
1735,Black Only,,,,50.0,
1736,Black Only,,,,50.0,
1742,Black Only,,,,100.0,
1743,Black Only,,,,100.0,
1744,Black Only,,,,100.0,
1746,White Only,,,,120.0,
1747,White Only,,,,120.0,
1748,White Only,,,,120.0,
1757,White Only,,,,120.0,
1758,White Only,,,,120.0,
1767,White Only,,,,250.0,
1768,White Only,,,,250.0,
1769,White Only,,,,250.0,
1770,Black Only,,,,180.0,
1771,Black Only,,,,180.0,
1772,Black Only,,,,180.0,
1773,Black Only,,,,180.0,
1774,Black Only,,,,160.0,
1775,Black Only,,,,160.0,
1776,Black Only,,,,160.0,
1777,Black Only,,,,160.0,
1780,Black Only,,,,60.0,
1781,Black Only,,,,80.0,
1783,Black Only,,,,300.0,
1784,Black Only,,,,300.0,
1785,White Only,,,,20.0,
1786,White Only,,,,20.0,
1787,White Only,,,,150.0,
1788,White Only,,,,150.0,
1789,Black Only,,,,80.0,
1790,Black Only,,,,80.0,
1791,White Only,,,,140.0,
1792,White Only,,,,140.0,
1793,White Only,,,,140.0,
1794,White Only,,,,140.0,
1795,Black Only,,,,30.0,
1799,White Only,,,,100.0,
1801,Black Only,,,,70.0,
1808,White Only,,,,360.0,
1809,White Only,,,,360.0,
1810,White Only,,,,360.0,
1811,White Only,,,,360.0,
1812,White Only,,,,360.0,
1815,White Only,,,,100.0,
1818,White Only,,,,250.0,
1819,White Only,,,,250.0,
1820,Black Only,,,,280.0,
1821,Black Only,,,,280.0,
1822,Black Only,,,,280.0,
1823,Black Only,,,,280.0,
1824,Black Only,,,,280.0,
1825,Black Only,,,,280.0,
1826,Black Only,,,,280.0,
1833,White Only,,,,100.0,
1834,White Only,,,,100.0,
1835,White Only,,,,210.0,
1836,White Only,,,,210.0,
1837,White Only,,,,210.0,
1838,Black Only,,,,180.0,
1839,Black Only,,,,180.0,
1840,Black Only,,,,180.0,
1844,Black Only,,,,60.0,
1845,Black Only,,,,60.0,
1846,Black Only,,,,60.0,
1847,White Only,,,,180.0,
1848,White Only,,,,180.0,
1855,Black Only,,,,280.0,
1856,Black Only,,,,280.0,
1857,Black Only,,,,80.0,
1864,White Only,,,,80.0,
1865,White Only,,,,80.0,
1869,Black Only,,,,100.0,
1870,Black Only,,,,100.0,
1873,White Only,,,,70.0,
1874,White Only,,,,70.0,
1875,White Only,,,,70.0,
1876,Black Only,,,,150.0,
1877,Black Only,,,,150.0,
1878,White Only,,,,130.0,
1879,White Only,,,,130.0,
1880,White Only,,,,130.0,
1888,White Only,,,,80.0,
1889,White Only,,,,210.0,
1890,White Only,,,,210.0,
1891,White Only,,,,210.0,
1892,White Only,,,,210.0,
1893,White Only,,,,210.0,
1894,White Only,,,,90.0,
1895,White Only,,,,90.0,
1899,Black Only,,,,130.0,
1901,Black Only,,,,130.0,
1902,Black Only,,,,130.0,
1903,Black Only,,,,130.0,
1904,Black Only,,,,160.0,
1905,Black Only,,,,160.0,
1906,Black Only,,,,160.0,
1907,Black Only,,,,160.0,
1908,Black Only,,,,100.0,
1909,Black Only,,,,100.0,
1910,Black Only,,,,30.0,
1914,Black Only,,,,150.0,
1915,Black Only,,,,150.0,
1916,White Only,,,,150.0,
1917,White Only,,,,150.0,
1918,Black Only,,,,30.0,
1925,White Only,,,,150.0,
1926,White Only,,,,150.0,
1929,Black Only,,,,70.0,
1930,White Only,,,,100.0,
1931,Black Only,,,,120.0,
1932,Black Only,,,,120.0,
1933,Black Only,,,,120.0,
1934,Black Only,,,,150.0,
1935,Black Only,,,,150.0,
1936,Black Only,,,,150.0,
1937,Black Only,,,,150.0,
1940,Black Only,,,,120.0,
1941,Black Only,,,,120.0,
1943,Black Only,,,,450.0,
1944,Black Only,,,,450.0,
1945,Black Only,,,,220.0,
1946,White Only,,,,80.0,
1947,Asian Only,,,,80.0,
1949,White Only,,,,180.0,
1950,White Only,,,,180.0,
1951,White Only,,,,180.0,
1952,White Only,,,,220.0,
1953,White Only,,,,220.0,
1954,White Only,,,,220.0,
1955,White Only,,,,220.0,
1977,White Only,,,,150.0,
1978,White Only,,,,150.0,
1979,White Only,,,,150.0,
1980,White Only,,,,150.0,
1981,White Only,,,,150.0,
1982,White Only,,,,150.0,
1983,White Only,,,,230.0,
1984,White Only,,,,230.0,
1985,White Only,,,,230.0,
1986,White Only,,,,230.0,
1987,White Only,,,,230.0,
1988,White Only,,,,130.0,
1989,White Only,,,,130.0,
1990,White Only,,,,130.0,
1991,White Only,,,,130.0,
1992,White Only,,,,130.0,
1993,White Only,,,,130.0,
1995,White Only,,,,450.0,
1996,White Only,,,,240.0,
1997,White Only,,,,240.0,
1998,Black Only,,,,130.0,
1999,Black Only,,,,130.0,
2000,Black Only,,,,130.0,
2001,White Only,,,,170.0,
2002,White Only,,,,170.0,
2008,White Only,,,,150.0,
2009,White Only,,,,150.0,
2014,Black Only,,,,60.0,
2015,Black Only,,,,60.0,
2016,Black Only,,,,60.0,
2017,Black Only,,,,60.0,
2018,Black Only,,,,60.0,
2019,Black Only,,,,60.0,
2022,Black Only,,,,80.0,
2023,Black Only,,,,80.0,
2024,Black Only,,,,80.0,
2025,White Only,,,,40.0,
2026,White Only,,,,40.0,
2033,White Only,,,,170.0,
2034,White Only,,,,170.0,
2035,White Only,,,,450.0,
2036,White Only,,,,450.0,
2037,White Only,,,,450.0,
2038,White Only,,,,450.0,
2039,White Only,,,,100.0,
2040,White Only,,,,100.0,
2041,White Only,,,,100.0,
2042,White Only,,,,140.0,
2043,White Only,,,,140.0,
2051,Black Only,,,,130.0,
2052,Black Only,,,,130.0,
2053,White Only,,,,90.0,
2054,White Only,,,,90.0,
2057,White Only,,,,200.0,
2058,White Only,,,,200.0,
2059,White Only,,,,150.0,
2060,White Only,,,,150.0,
2061,Black Only,,,,200.0,
2062,Black Only,,,,200.0,
2063,Black Only,,,,200.0,
2064,White Only,,,,300.0,
2065,White Only,,,,300.0,
2066,White Only,,,,300.0,
2067,White Only,,,,300.0,
2068,White Only,,,,300.0,
2072,Black Only,,,,20.0,
2078,Black Only,,,,200.0,
2079,Black Only,,,,200.0,
2080,Black Only,,,,80.0,
2100,Black Only,,,,200.0,
2101,Black Only,,,,200.0,
2102,Black Only,,,,250.0,
2103,Black Only,,,,250.0,
2104,Black Only,,,,250.0,
2105,Black Only,,,,250.0,
2106,Black Only,,,,250.0,
2112,White Only,,,,200.0,
2113,White Only,,,,200.0,
2114,White Only,,,,200.0,
2117,White Only,,,,40.0,
2118,Black Only,,,,200.0,
2119,Black Only,,,,200.0,
2122,White Only,,,,80.0,
2123,White Only,,,,80.0,
2124,White Only,,,,180.0,
2125,White Only,,,,180.0,
2126,White Only,,,,180.0,
2138,White Only,,,,130.0,
2139,White Only,,,,130.0,
2140,White Only,,,,130.0,
2141,White-Black,,,,230.0,
2142,White-Black,,,,230.0,
2143,Black Only,,,,140.0,
2144,Black Only,,,,140.0,
2145,Black Only,,,,140.0,
2146,Black Only,,,,140.0,
2147,Black Only,,,,140.0,
2148,White Only,,,,150.0,
2149,White Only,,,,150.0,
2150,White Only,,,,150.0,
2151,Black Only,,,,200.0,
2152,Black Only,,,,200.0,
2153,Black Only,,,,200.0,
2154,Black Only,,,,200.0,
2155,Black Only,,,,200.0,
2156,Black Only,,,,200.0,
2157,Black Only,,,,200.0,
2158,White Only,,,,200.0,
2159,White Only,,,,200.0,
2169,White Only,,,,80.0,
2173,Black Only,,,,150.0,
2174,Black Only,,,,150.0,
2175,White Only,,,,80.0,
2176,White Only,,,,80.0,
2180,Black Only,,,,140.0,
2181,Black Only,,,,140.0,
2182,Black Only,,,,140.0,
2183,White Only,,,,140.0,
2184,White Only,,,,140.0,
2189,White Only,,,,160.0,
2190,White Only,,,,160.0,
2191,White Only,,,,150.0,
2192,White Only,,,,150.0,
2193,White Only,,,,150.0,
2194,White Only,,,,150.0,
2203,White Only,,,,240.0,
2204,White Only,,,,240.0,
2206,Black Only,,,,90.0,
2207,Black Only,,,,120.0,
2215,White Only,,,,300.0,
2216,White Only,,,,300.0,
2217,White Only,,,,300.0,
2220,Black Only,,,,40.0,
2231,White Only,,,,60.0,
2232,White Only,,,,60.0,
2239,White Only,,,,200.0,
2240,White Only,,,,200.0,
2241,White Only,,,,200.0,
2242,White Only,,,,200.0,
2251,Black Only,,,,50.0,
2255,Black Only,,,,50.0,
2256,Black Only,,,,50.0,
2257,Black Only,,,,50.0,
2258,Black Only,,,,40.0,
2259,Black Only,,,,40.0,
2260,Black Only,,,,40.0,
2261,White Only,,,,250.0,
2262,White Only,,,,250.0,
2263,White Only,,,,250.0,
2264,Black Only,,,,60.0,
2269,Black Only,,,,120.0,
2270,Black Only,,,,120.0,
2271,Black Only,,,,100.0,
2276,Black Only,,,,100.0,
2277,Black Only,,,,100.0,
2278,Black Only,,,,100.0,
2279,Black Only,,,,100.0,
2280,Black Only,,,,100.0,
2291,Black Only,,,,200.0,
2292,Black Only,,,,200.0,
2293,Black Only,,,,200.0,
2297,Black Only,,,,120.0,
2298,Black Only,,,,120.0,
2299,Black Only,,,,180.0,
2300,Black Only,,,,180.0,
2301,Black Only,,,,180.0,
2302,Black Only,,,,180.0,
2303,White Only,,,,180.0,
2304,White Only,,,,180.0,
2305,White Only,,,,100.0,
2306,White Only,,,,100.0,
2307,White Only,,,,100.0,
2308,Black Only,,,,100.0,
2309,Black Only,,,,100.0,
2310,Black Only,,,,100.0,
2311,Black Only,,,,40.0,
2312,Black Only,,,,40.0,
2331,White Only,,,,80.0,
2332,White Only,,,,80.0,
2333,White Only,,,,80.0,
2334,Black Only,,,,40.0,
2335,Black Only,,,,40.0,
2336,White Only,,,,100.0,
2337,White Only,,,,100.0,
2338,White Only,,,,50.0,
2339,White Only,,,,50.0,
2340,Black Only,,,,170.0,
2341,Black Only,,,,170.0,
2342,Black Only,,,,170.0,
2350,Black Only,,,,80.0,
2351,Black Only,,,,80.0,
2356,White Only,,,,100.0,
2357,White Only,,,,100.0,
2358,White Only,,,,100.0,
2371,Black Only,,,,120.0,
2372,Black Only,,,,120.0,
2385,Black Only,,,,100.0,
2386,Black Only,,,,100.0,
2387,Black Only,,,,100.0,
2388,Black Only,,,,100.0,
